ID,OUTPUT,DURATION,INPUT 1 SYMBOL,INPUT 1 AMOUNT,INPUT 2 SYMBOL,INPUT 2 AMOUNT,YIELD,POWER COST,XP PER OUTPUT,COST SYMBOL,COST AMOUNT,EVENT,PRODUCTION PER DAY,OUTPUT CHANGE,DURATION CHANGE,PRODUCTION CHANGE,INPUT 1 CONSUMPTION PER DAY,INPUT 1 PRODUCTION PER DAY AT SAME VALUE,INPUT 2 CONSUMPTION PER DAY,INPUT 2 PRODUCTION PER DAY AT SAME VALUE,OUTPUT PER BATTERY,XP PER DAY,XP PER BATTERY
OXYGEN_16,5,16:30:00,ALGAE,13.33,,,112.49%,"83,500","135,000",SCREWS,70,,,0,-2:30:00,15.15%,19.40,21.33,,,,"981,818.18",8
OXYGEN_17,5,14:00:00,ALGAE,13.26,,,113.14%,"83,500","135,000",SCREWS,86,,,0,-2:30:00,17.86%,22.73,22.59,,,,"1,157,143.52",8
OXYGEN_18,5,12:00:00,ALGAE,13.18,,,113.78%,"83,500","135,000",SCREWS,104,,,0,-2:00:00,16.67%,26.37,24.00,,,,"1,350,000.00",8
OXYGEN_19,5,10:00:00,ALGAE,13.11,,,114.40%,"83,500","135,000",SCREWS,127,,,0,-2:00:00,20%,31.47,30.00,,,,"1,619,998.70",8
OXYGEN_20,6,8:00:00,ALGAE,15.65,,,115.00%,"99,000","135,000",SCREWS,155,,,1,-2:00:00,50%,46.96,30.00,,,,"2,430,002.43",8
,,,,,,,,,,,,,,,,,,,,,,,
GLASS_1,1,18:00:00,SAND,180.00,HEAT,8.00,100.00%,"24,700","180,000",HEAT,1,,,0,0:00:00,0%,240.00,720.00,10.67,9.60,,"240,000.00",7
GLASS_2,2,30:00:00,SAND,356.26,HEAT,15.83,101.05%,"46,700","180,000",SCREWS,3,,,1,12:00:00,20%,285.01,"7,464.00",12.67,22.78,,"288,000.00",8
GLASS_3,2,25:30:00,SAND,352.73,HEAT,15.68,102.06%,"46,700","180,000",SCREWS,4,,,0,-4:30:00,17.65%,331.98,"7,764.00",14.75,27.11,,"338,823.53",8
GLASS_4,2,22:00:00,SAND,349.38,HEAT,15.53,103.04%,"46,700","180,000",SCREWS,5,,,0,-3:30:00,15.91%,381.14,"8,346.00",16.94,30.00,,"392,727.13",8
GLASS_5,3,31:30:00,SAND,519.38,HEAT,23.08,103.97%,"68,100","180,000",SCREWS,7,,,1,9:30:00,4.76%,395.72,"8,628.00",17.59,32.73,,"411,428.57",8
GLASS_6,3,28:00:00,SAND,514.87,HEAT,22.88,104.88%,"68,100","180,000",GLASS,21,,,0,-3:30:00,12.5%,441.32,"8,904.00",19.61,35.23,,"462,857.01",8
GLASS_7,3,25:00:00,SAND,510.64,HEAT,22.70,105.75%,"68,100","180,000",GLASS,27,,,0,-3:00:00,12%,490.21,"9,174.00",21.79,40.00,,"518,399.83",8
GLASS_8,3,22:30:00,SAND,506.61,HEAT,22.52,106.59%,"68,100","180,000",GLASS,34,,,0,-2:30:00,11.11%,540.39,"9,696.00",24.02,42.04,,"576,000.00",8
GLASS_9,3,20:30:00,SAND,502.75,HEAT,22.34,107.41%,"68,100","180,000",GLASS,42,,,0,-2:00:00,9.76%,588.58,"9,948.00",26.16,44.14,,"632,194.88",8
GLASS_10,4,26:30:00,SAND,665.43,HEAT,29.57,108.20%,"90,000","180,000",GLASS,52,,,1,6:00:00,3.14%,602.66,"10,194.00",26.78,46.08,,"652,075.27",8
GLASS_11,4,23:00:00,SAND,660.73,HEAT,29.37,108.97%,"90,000","180,000",GLASS,64,,,0,-3:30:00,15.22%,689.46,"10,434.00",30.64,52.17,,"751,304.61",8
GLASS_12,4,20:30:00,SAND,656.28,HEAT,29.17,109.71%,"90,000","180,000",GLASS,78,,,0,-2:30:00,12.2%,768.32,"10,668.00",34.15,55.71,,"842,926.50",8
GLASS_13,4,18:30:00,SAND,651.94,HEAT,28.98,110.44%,"90,000","180,000",GLASS,96,,,0,-2:00:00,10.81%,845.76,"11,118.00",37.59,58.71,,"934,054.46",8
GLASS_14,4,17:00:00,SAND,647.83,HEAT,28.79,111.14%,"90,000","180,000",SULFUR,18,,,0,-1:30:00,8.82%,914.59,"11,334.00",40.65,61.46,,"1,016,471.07",8
GLASS_15,5,21:00:00,SAND,804.79,HEAT,35.77,111.83%,"111,500","180,000",SULFUR,22,,,1,4:00:00,1.19%,919.76,"11,544.00",40.88,66.18,,"1,028,571.43",8
GLASS_16,5,17:30:00,SAND,800.07,HEAT,35.56,112.49%,"111,500","180,000",SULFUR,26,,,0,-3:30:00,20%,"1,097.24","11,748.00",48.77,68.18,,"1,234,285.15",8
GLASS_17,5,14:30:00,SAND,795.47,HEAT,35.35,113.14%,"111,500","180,000",SULFUR,32,,,0,-3:00:00,20.69%,"1,316.65","11,946.00",58.52,70.18,,"1,489,654.35",8
GLASS_18,5,12:00:00,SAND,791.00,HEAT,35.16,113.78%,"111,500","180,000",FIBERGLASS,11,,,0,-2:30:00,20.83%,"1,582.00","11,946.00",70.31,71.86,,"1,800,000.00",8
GLASS_19,5,10:00:00,SAND,786.71,HEAT,34.97,114.40%,"111,500","180,000",FIBERGLASS,14,,,0,-2:00:00,20%,"1,888.11","12,140.00",83.92,73.47,,"2,159,998.27",8
GLASS_20,6,8:00:00,SAND,939.13,HEAT,41.74,115.00%,"132,000","180,000",FIBERGLASS,17,,,1,-2:00:00,50%,"2,817.39","12,140.00",125.22,75.00,,"3,240,003.24",8
,,,,,,,,,,,,,,,,,,,,,,,
GAS_1,1,24:00:00,OXYGEN,2.00,,,100.00%,"47,500","450,000",OXYGEN,1,,,0,0:00:00,0%,2.00,1.60,,,,"450,000.00",9
GAS_2,1,21:30:00,OXYGEN,1.98,,,101.00%,"47,500","450,000",STEEL,13,,,0,-2:30:00,11.63%,2.21,2.67,,,,"502,325.77",9
GAS_3,1,19:30:00,OXYGEN,1.96,,,102.00%,"47,500","450,000",STEEL,16,,,0,-2:00:00,10.26%,2.41,2.77,,,,"553,846.15",9
GAS_4,1,18:00:00,OXYGEN,1.94,,,103.00%,"47,500","450,000",STEEL,21,,,0,-1:30:00,8.33%,2.59,2.77,,,,"600,000.00",9
GAS_5,1,16:30:00,OXYGEN,1.92,,,104.00%,"47,500","450,000",STEEL,27,,,0,-1:30:00,9.09%,2.80,3.13,,,,"654,545.45",9
GAS_6,1,15:00:00,OXYGEN,1.90,,,105.00%,"47,500","450,000",SCREWS,12,,,0,-1:30:00,10%,3.05,3.60,,,,"720,000.00",9
GAS_7,1,14:00:00,OXYGEN,1.89,,,106.00%,"47,500","450,000",SCREWS,15,,,0,-1:00:00,7.14%,3.23,3.79,,,,"771,429.01",9
GAS_8,1,13:00:00,OXYGEN,1.87,,,107.00%,"47,500","450,000",SCREWS,20,,,0,-1:00:00,7.69%,3.45,3.84,,,,"830,768.72",9
GAS_9,1,12:00:00,OXYGEN,1.85,,,108.00%,"47,500","450,000",SCREWS,27,,,0,-1:00:00,8.33%,3.70,4.92,,,,"900,000.00",9
GAS_10,2,20:00:00,OXYGEN,3.67,,,109.00%,"93,500","450,000",SCREWS,36,,,1,8:00:00,20%,4.40,5.49,,,,"1,080,000.43",10
GAS_11,2,16:00:00,OXYGEN,3.64,,,110.00%,"93,500","450,000",SCREWS,48,,,0,-4:00:00,25%,5.45,6.00,,,,"1,349,999.33",10
GAS_12,2,13:00:00,OXYGEN,3.60,,,111.00%,"93,500","450,000",SCREWS,65,,,0,-3:00:00,23.08%,6.65,7.27,,,,"1,661,537.44",10
GAS_13,2,10:00:00,OXYGEN,3.57,,,112.00%,"93,500","450,000",SCREWS,87,,,0,-3:00:00,30%,8.57,8.57,,,,"2,159,998.27",10
GAS_14,2,8:00:00,OXYGEN,3.54,,,113.00%,"93,500","450,000",SCREWS,118,,,0,-2:00:00,25%,10.62,12.00,,,,"2,700,002.70",10
GAS_15,3,8:00:00,OXYGEN,5.22,,,115.00%,"138,000","450,000",SCREWS,160,,,1,0:00:00,50%,15.65,18.00,,,,"4,050,004.05",10
,,,,,,,,,,,,,,,,,,,,,,,
STONE_1,1,28:00:00,COPPER,10.00,ALGAE,3.00,100.00%,"63,350","575,000",ALGAE,1,,,0,0:00:00,0%,8.57,24.00,2.57,4.00,,"492,857.00",9
STONE_2,1,25:00:00,COPPER,9.90,ALGAE,2.97,101.00%,"63,350","575,000",STEEL,13,,,0,-3:00:00,12%,9.50,185.04,2.85,8.00,,"551,999.82",9
STONE_3,1,22:30:00,COPPER,9.80,ALGAE,2.94,102.00%,"63,350","575,000",STEEL,16,,,0,-2:30:00,11.11%,10.46,198.96,3.14,9.14,,"613,333.33",9
STONE_4,1,20:30:00,COPPER,9.71,ALGAE,2.91,103.00%,"63,350","575,000",STEEL,21,,,0,-2:00:00,9.76%,11.37,212.16,3.41,9.14,,"673,170.47",9
STONE_5,1,19:00:00,COPPER,9.62,ALGAE,2.88,104.00%,"63,350","575,000",STEEL,27,,,0,-1:30:00,7.89%,12.15,236.88,3.64,10.67,,"726,315.48",9
STONE_6,1,17:30:00,COPPER,9.52,ALGAE,2.86,105.00%,"63,350","575,000",SCREWS,12,,,0,-1:30:00,8.57%,13.06,248.40,3.92,12.52,,"788,571.07",9
STONE_7,1,16:00:00,COPPER,9.43,ALGAE,2.83,106.00%,"63,350","575,000",CERAMICS,68,,,0,-1:30:00,9.37%,14.15,270.00,4.25,12.52,,"862,499.57",9
STONE_8,1,14:30:00,COPPER,9.35,ALGAE,2.80,107.00%,"63,350","575,000",CERAMICS,90,,,0,-1:30:00,10.34%,15.47,280.08,4.64,13.71,,"951,723.61",9
STONE_9,1,13:00:00,COPPER,9.26,ALGAE,2.78,108.00%,"63,350","575,000",STONE,40,,,0,-1:30:00,11.54%,17.09,299.04,5.13,16.46,,"1,061,537.81",9
STONE_10,2,22:00:00,COPPER,18.35,ALGAE,5.50,109.00%,"124,700","575,000",STONE,53,,,1,9:00:00,18.18%,20.02,317.04,6.01,18.00,,"1,254,545.00",9
STONE_11,2,18:00:00,COPPER,18.18,ALGAE,5.45,110.00%,"124,700","575,000",CEMENT,11,,,0,-4:00:00,22.22%,24.24,334.08,7.27,18.29,,"1,533,333.33",9
STONE_12,2,14:30:00,COPPER,18.02,ALGAE,5.41,111.00%,"124,700","575,000",CEMENT,15,,,0,-3:30:00,24.14%,29.82,350.64,8.95,20.21,,"1,903,447.23",9
STONE_13,2,11:00:00,COPPER,17.86,ALGAE,5.36,112.00%,"124,700","575,000",ACID,44,,,0,-3:30:00,31.82%,38.96,366.72,11.69,22.59,,"2,509,092.73",9
STONE_14,2,8:00:00,COPPER,17.70,ALGAE,5.31,113.00%,"124,700","575,000",ACID,59,,,0,-3:00:00,37.5%,53.10,374.40,15.93,24.00,,"3,450,003.45",9
STONE_15,3,8:00:00,COPPER,26.09,ALGAE,7.83,115.00%,"184,050","575,000",PLASTICS,10,,,1,0:00:00,50%,78.26,381.00,23.48,30.00,,"5,175,005.18",9
,,,,,,,,,,,,,,,,,,,,,,,
STEAM_1,1,32:00:00,OXYGEN,2.00,LAVA,4.00,100.00%,"100,000","700,000",OXYGEN,1,,,0,0:00:00,0%,1.50,1.60,3.00,3.00,,"525,000.13",7
STEAM_2,1,28:00:00,OXYGEN,1.98,LAVA,3.96,101.00%,"100,000","700,000",SCREWS,4,,,0,-4:00:00,14.29%,1.70,2.29,3.39,5.43,,"599,999.83",7
STEAM_3,1,24:30:00,OXYGEN,1.96,LAVA,3.92,102.04%,"100,000","700,000",SCREWS,5,,,0,-3:30:00,14.29%,1.92,2.67,3.84,5.43,,"685,714.51",7
STEAM_4,1,21:30:00,OXYGEN,1.94,LAVA,3.88,103.00%,"100,000","700,000",SCREWS,7,,,0,-3:00:00,13.95%,2.17,2.77,4.34,6.13,,"781,395.64",7
STEAM_5,1,19:30:00,OXYGEN,1.92,LAVA,3.85,104.00%,"100,000","700,000",SCREWS,9,,,0,-2:00:00,10.26%,2.37,3.13,4.73,6.86,,"861,538.46",7
STEAM_6,1,18:00:00,OXYGEN,1.90,LAVA,3.81,105.00%,"100,000","700,000",SCREWS,12,,,0,-1:30:00,8.33%,2.54,3.60,5.08,7.68,,"933,333.33",7
STEAM_7,1,16:30:00,OXYGEN,1.89,LAVA,3.77,106.00%,"100,000","700,000",SCREWS,15,,,0,-1:30:00,9.09%,2.74,3.79,5.49,7.68,,"1,018,181.82",7
STEAM_8,1,15:00:00,OXYGEN,1.87,LAVA,3.74,107.00%,"100,000","700,000",SCREWS,20,,,0,-1:30:00,10%,2.99,3.84,5.98,9.37,,"1,120,000.00",7
STEAM_9,1,13:30:00,OXYGEN,1.85,LAVA,3.70,108.00%,"100,000","700,000",SCREWS,27,,,0,-1:30:00,11.11%,3.29,4.92,6.58,10.67,,"1,244,444.44",7
STEAM_10,2,23:30:00,OXYGEN,3.67,LAVA,7.34,109.00%,"196,000","700,000",SCREWS,36,,,1,10:00:00,14.89%,3.75,5.49,7.50,12.00,,"1,429,786.75",7
STEAM_11,2,19:00:00,OXYGEN,3.64,LAVA,7.27,110.00%,"196,000","700,000",SCREWS,48,,,0,-4:30:00,23.68%,4.59,6.00,9.19,12.52,,"1,768,420.31",7
STEAM_12,2,15:00:00,OXYGEN,3.60,LAVA,7.21,111.00%,"196,000","700,000",SCREWS,65,,,0,-4:00:00,26.67%,5.77,7.27,11.53,15.16,,"2,240,000.00",7
STEAM_13,2,11:30:00,OXYGEN,3.57,LAVA,7.14,112.00%,"196,000","700,000",SCREWS,87,,,0,-3:30:00,30.43%,7.45,8.57,14.91,16.46,,"2,921,737.10",7
STEAM_14,2,8:00:00,OXYGEN,3.54,LAVA,7.08,113.00%,"196,000","700,000",SCREWS,118,,,0,-3:30:00,43.75%,10.62,12.00,21.24,18.00,,"4,200,004.20",7
STEAM_15,3,8:00:00,OXYGEN,5.22,LAVA,10.43,115.00%,"285,000","700,000",SCREWS,160,,,1,0:00:00,50%,15.65,18.00,31.30,24.00,,"6,300,006.30",7
,,,,,,,,,,,,,,,,,,,,,,,
SCREWS_1,1,48:00:00,STEEL,3.00,,,100.00%,"25,000","600,000",STEEL,1,,,0,0:00:00,0%,1.50,2.00,,,,"300,000.00",24
SCREWS_2,1,35:00:00,STEEL,2.98,,,100.60%,"25,000","600,000",SCREWS,3,,,0,-13:00:00,37.14%,2.04,2.38,,,,"411,428.67",24
SCREWS_3,1,28:00:00,STEEL,2.96,,,101.29%,"25,000","600,000",SCREWS,5,,,0,-7:00:00,25%,2.54,2.44,,,,"514,285.57",24
SCREWS_4,1,23:00:00,STEEL,2.94,,,102.09%,"25,000","600,000",SCREWS,7,,,0,-5:00:00,21.74%,3.07,2.50,,,,"626,087.17",24
SCREWS_5,1,19:30:00,STEEL,2.91,,,103.02%,"25,000","600,000",SCREWS,10,,,0,-3:30:00,17.95%,3.58,2.62,,,,"738,461.54",24
SCREWS_6,1,17:00:00,STEEL,2.88,,,104.08%,"25,000","600,000",SCREWS,13,,,0,-2:30:00,14.71%,4.07,2.67,,,,"847,059.22",24
SCREWS_7,1,15:00:00,STEEL,2.85,,,105.31%,"25,000","600,000",SCREWS,18,,,0,-2:00:00,13.33%,4.56,2.71,,,,"960,000.00",24
SCREWS_8,1,13:30:00,STEEL,2.81,,,106.72%,"25,000","600,000",SCREWS,24,,,0,-1:30:00,11.11%,5.00,2.74,,,,"1,066,666.67",24
SCREWS_9,1,12:15:00,STEEL,2.77,,,108.36%,"25,000","600,000",SCREWS,32,,,0,-1:15:00,10.2%,5.42,2.81,,,,"1,175,509.44",24
SCREWS_10,1,11:15:00,STEEL,2.72,,,110.24%,"25,000","600,000",SCREWS,42,,,0,-1:00:00,8.89%,5.81,2.84,,,,"1,280,000.00",24
SCREWS_11,1,10:20:00,STEEL,2.67,,,112.41%,"25,000","600,000",SCREWS,55,,,0,-0:55:00,8.87%,6.20,2.88,,,,"1,393,546.95",24
SCREWS_12,1,9:30:00,STEEL,2.61,,,114.92%,"25,000","600,000",SCREWS,72,,,0,-0:50:00,8.77%,6.59,2.91,,,,"1,515,790.75",24
SCREWS_13,1,8:50:00,STEEL,2.55,,,117.81%,"25,000","600,000",SCREWS,93,,,0,-0:40:00,7.55%,6.92,2.94,,,,"1,630,186.71",24
SCREWS_14,1,8:20:00,STEEL,2.48,,,121.15%,"25,000","600,000",SCREWS,120,,,0,-0:30:00,6%,7.13,2.97,,,,"1,728,001.11",24
SCREWS_15,1,8:00:00,STEEL,2.40,,,125.00%,"25,000","600,000",SCREWS,155,,,0,-0:20:00,4.17%,7.20,3.00,,,,"1,800,001.80",24
,,,,,,,,,,,,,,,,,,,,,,,
FUEL_1,1,56:00:00,GAS,3.00,,,100.00%,"150,000","1,650,000",GAS,1,,,0,0:00:00,0%,1.29,1.00,,,,"707,142.96",11
FUEL_2,1,46:00:00,GAS,2.97,,,101.00%,"150,000","1,650,000",SCREWS,8,,,0,-10:00:00,21.74%,1.55,1.45,,,,"860,869.42",11
FUEL_3,1,40:00:00,GAS,2.94,,,102.00%,"150,000","1,650,000",SCREWS,9,,,0,-6:00:00,15%,1.76,1.45,,,,"989,999.80",11
FUEL_4,1,35:00:00,GAS,2.91,,,103.00%,"150,000","1,650,000",SCREWS,10,,,0,-5:00:00,14.29%,2.00,1.60,,,,"1,131,428.83",11
FUEL_5,1,30:00:00,GAS,2.88,,,104.00%,"150,000","1,650,000",SCREWS,12,,,0,-5:00:00,16.67%,2.31,1.60,,,,"1,320,000.00",11
FUEL_6,1,26:00:00,GAS,2.86,,,105.00%,"150,000","1,650,000",SCREWS,14,,,0,-4:00:00,15.38%,2.64,1.71,,,,"1,523,077.39",11
FUEL_7,1,23:00:00,GAS,2.83,,,106.00%,"150,000","1,650,000",SCREWS,17,,,0,-3:00:00,13.04%,2.95,1.85,,,,"1,721,739.73",11
FUEL_8,1,20:00:00,GAS,2.80,,,107.00%,"150,000","1,650,000",SCREWS,22,,,0,-3:00:00,15%,3.36,2.00,,,,"1,980,000.79",11
FUEL_9,1,18:00:00,GAS,2.78,,,108.00%,"150,000","1,650,000",SCREWS,28,,,0,-2:00:00,11.11%,3.70,2.00,,,,"2,200,000.00",11
FUEL_10,1,16:00:00,GAS,2.75,,,109.00%,"150,000","1,650,000",SCREWS,37,,,0,-2:00:00,12.5%,4.13,2.40,,,,"2,474,998.76",11
FUEL_11,1,14:00:00,GAS,2.73,,,110.00%,"150,000","1,650,000",SCREWS,49,,,0,-2:00:00,14.29%,4.68,3.00,,,,"2,828,573.04",11
FUEL_12,1,12:00:00,GAS,2.70,,,111.00%,"150,000","1,650,000",SCREWS,66,,,0,-2:00:00,16.67%,5.41,3.69,,,,"3,300,000.00",11
FUEL_13,1,10:30:00,GAS,2.68,,,112.00%,"150,000","1,650,000",SCREWS,90,,,0,-1:30:00,14.29%,6.12,4.80,,,,"3,771,428.57",11
FUEL_14,1,9:00:00,GAS,2.65,,,113.00%,"150,000","1,650,000",SCREWS,123,,,0,-1:30:00,16.67%,7.08,6.00,,,,"4,400,000.00",11
FUEL_15,1,8:00:00,GAS,2.61,,,115.00%,"150,000","1,650,000",SCREWS,170,,,0,-1:00:00,12.5%,7.83,9.00,,,,"4,950,004.95",11
,,,,,,,,,,,,,,,,,,,,,,,
CEMENT_1,1,64:00:00,CERAMICS,10.00,STONE,3.00,100.00%,"176,250","2,000,000",CERAMICS,1,,,0,0:00:00,0%,3.75,2.40,1.12,0.86,,"749,999.91",11
CEMENT_2,1,52:00:00,CERAMICS,9.90,STONE,2.97,101.00%,"176,250","2,000,000",SCREWS,8,,,0,-12:00:00,23.08%,4.57,5.88,1.37,1.26,,"923,076.78",11
CEMENT_3,1,45:00:00,CERAMICS,9.80,STONE,2.94,102.00%,"176,250","2,000,000",SCREWS,9,,,0,-7:00:00,15.56%,5.23,5.88,1.57,1.26,,"1,066,666.67",11
CEMENT_4,1,39:00:00,CERAMICS,9.71,STONE,2.91,103.00%,"176,250","2,000,000",SCREWS,10,,,0,-6:00:00,15.38%,5.97,6.55,1.79,1.37,,"1,230,769.23",11
CEMENT_5,1,34:00:00,CERAMICS,9.62,STONE,2.88,104.00%,"176,250","2,000,000",CERAMICS,53,,,0,-5:00:00,14.71%,6.79,6.62,2.04,1.37,,"1,411,764.37",11
CEMENT_6,1,30:00:00,CERAMICS,9.52,STONE,2.86,105.00%,"176,250","2,000,000",CERAMICS,63,,,0,-4:00:00,13.33%,7.62,6.62,2.29,1.50,,"1,600,000.00",11
CEMENT_7,1,27:00:00,CERAMICS,9.43,STONE,2.83,106.00%,"176,250","2,000,000",STONE,26,,,0,-3:00:00,11.11%,8.39,7.38,2.52,1.66,,"1,777,777.78",11
CEMENT_8,1,24:00:00,CERAMICS,9.35,STONE,2.80,107.00%,"176,250","2,000,000",STONE,33,,,0,-3:00:00,12.5%,9.35,8.17,2.80,1.85,,"2,000,000.00",11
CEMENT_9,1,21:00:00,CERAMICS,9.26,STONE,2.78,108.00%,"176,250","2,000,000",STONE,42,,,0,-3:00:00,14.29%,10.58,8.93,3.17,1.85,,"2,285,714.29",11
CEMENT_10,1,18:00:00,CERAMICS,9.17,STONE,2.75,109.00%,"176,250","2,000,000",CEMENT,9,,,0,-3:00:00,16.67%,12.23,9.60,3.67,2.67,,"2,666,666.67",11
CEMENT_11,1,15:00:00,CERAMICS,9.09,STONE,2.73,110.00%,"176,250","2,000,000",CEMENT,12,,,0,-3:00:00,20%,14.55,10.91,4.36,3.31,,"3,200,000.00",11
CEMENT_12,1,12:30:00,CERAMICS,9.01,STONE,2.70,111.00%,"176,250","2,000,000",ACID,33,,,0,-2:30:00,20%,17.30,12.31,5.19,3.31,,"3,840,002.46",11
CEMENT_13,1,10:30:00,CERAMICS,8.93,STONE,2.68,112.00%,"176,250","2,000,000",ACID,45,,,0,-2:00:00,19.05%,20.41,13.71,6.12,4.36,,"4,571,428.57",11
CEMENT_14,1,9:00:00,CERAMICS,8.85,STONE,2.65,113.00%,"176,250","2,000,000",PLASTICS,7,,,0,-1:30:00,16.67%,23.60,15.00,7.08,6.00,,"5,333,333.33",11
CEMENT_15,1,8:00:00,CERAMICS,8.70,STONE,2.61,115.00%,"176,250","2,000,000",PLASTICS,10,,,0,-1:00:00,12.5%,26.09,18.00,7.83,9.00,,"6,000,006.00",11
,,,,,,,,,,,,,,,,,,,,,,,
OIL_1,1,96:00:00,FUEL,3.00,,,100.00%,"262,500","3,500,000",FUEL,1,,,0,0:00:00,0%,0.75,0.43,,,,"875,000.00",13
OIL_2,1,72:00:00,FUEL,2.97,,,101.18%,"262,500","3,500,000",SCREWS,10,,,0,-24:00:00,33.33%,0.99,0.69,,,,"1,166,666.67",13
OIL_3,1,56:00:00,FUEL,2.93,,,102.46%,"262,500","3,500,000",SCREWS,15,,,0,-16:00:00,28.57%,1.25,1.04,,,,"1,500,000.21",13
OIL_4,1,46:00:00,FUEL,2.89,,,103.85%,"262,500","3,500,000",SCREWS,23,,,0,-10:00:00,21.74%,1.51,1.20,,,,"1,826,086.64",13
OIL_5,1,38:00:00,FUEL,2.85,,,105.36%,"262,500","3,500,000",SCREWS,33,,,0,-8:00:00,21.05%,1.80,1.50,,,,"2,210,526.78",13
OIL_6,1,32:00:00,FUEL,2.80,,,106.99%,"262,500","3,500,000",SCREWS,47,,,0,-6:00:00,18.75%,2.10,1.71,,,,"2,625,000.66",13
OIL_7,1,26:00:00,FUEL,2.76,,,108.76%,"262,500","3,500,000",SCREWS,66,,,0,-6:00:00,23.08%,2.55,2.00,,,,"3,230,770.22",13
OIL_8,1,20:00:00,FUEL,2.71,,,110.67%,"262,500","3,500,000",SCREWS,91,,,0,-6:00:00,30%,3.25,2.29,,,,"4,200,001.68",13
OIL_9,1,15:00:00,FUEL,2.66,,,112.75%,"262,500","3,500,000",SCREWS,127,,,0,-5:00:00,33.33%,4.26,2.67,,,,"5,600,000.00",13
OIL_10,1,10:00:00,FUEL,2.61,,,115.00%,"262,500","3,500,000",SCREWS,175,,,0,-5:00:00,50%,6.26,3.00,,,,"8,399,993.28",13
,,,,,,,,,,,,,,,,,,,,,,,
ACID_1,1,108:00:00,FUEL,2.00,SCREWS,2.00,100.00%,"297,500","4,000,000",FUEL,1,,,0,0:00:00,0%,0.44,0.43,0.44,0.50,,"888,888.89",13
ACID_2,1,78:00:00,FUEL,1.98,SCREWS,1.98,101.18%,"297,500","4,000,000",SCREWS,10,,,0,-30:00:00,38.46%,0.61,0.69,0.61,1.23,,"1,230,769.23",13
ACID_3,1,61:00:00,FUEL,1.95,SCREWS,1.95,102.46%,"297,500","4,000,000",CERAMICS,69,,,0,-17:00:00,27.87%,0.77,1.04,0.77,1.60,,"1,573,770.29",13
ACID_4,1,50:00:00,FUEL,1.93,SCREWS,1.93,103.85%,"297,500","4,000,000",CERAMICS,102,,,0,-11:00:00,22%,0.92,1.20,0.92,1.78,,"1,920,000.31",13
ACID_5,1,41:00:00,FUEL,1.90,SCREWS,1.90,105.36%,"297,500","4,000,000",STONE,49,,,0,-9:00:00,21.95%,1.11,1.50,1.11,1.96,,"2,341,463.87",13
ACID_6,1,34:00:00,FUEL,1.87,SCREWS,1.87,106.99%,"297,500","4,000,000",STONE,70,,,0,-7:00:00,20.59%,1.32,1.71,1.32,2.32,,"2,823,528.75",13
ACID_7,1,27:00:00,FUEL,1.84,SCREWS,1.84,108.76%,"297,500","4,000,000",CEMENT,16,,,0,-7:00:00,25.93%,1.63,2.00,1.63,2.53,,"3,555,555.56",13
ACID_8,1,21:00:00,FUEL,1.81,SCREWS,1.81,110.67%,"297,500","4,000,000",ACID,46,,,0,-6:00:00,28.57%,2.07,2.29,2.07,2.72,,"4,571,428.57",13
ACID_9,1,15:00:00,FUEL,1.77,SCREWS,1.77,112.75%,"297,500","4,000,000",ACID,63,,,0,-6:00:00,40%,2.84,2.67,2.84,2.88,,"6,400,000.00",13
ACID_10,1,10:00:00,FUEL,1.74,SCREWS,1.74,115.00%,"297,500","4,000,000",PLASTICS,11,,,0,-5:00:00,50%,4.17,3.00,4.17,3.00,,"9,599,992.32",13
,,,,,,,,,,,,,,,,,,,,,,,
SULFUR_1,1,120:00:00,STEEL,8.00,LAVA,10.00,100.00%,"350,000","4,500,000",LAVA,1,,,0,0:00:00,0%,1.60,2.00,2.00,3.00,,"900,000.00",13
SULFUR_2,1,84:00:00,STEEL,7.91,LAVA,9.88,101.18%,"350,000","4,500,000",SCREWS,10,,,0,-36:00:00,42.86%,2.26,2.62,2.82,7.58,,"1,285,714.29",13
SULFUR_3,1,66:00:00,STEEL,7.81,LAVA,9.76,102.46%,"350,000","4,500,000",GLASS,38,,,0,-18:00:00,27.27%,2.84,2.67,3.55,7.68,,"1,636,363.64",13
SULFUR_4,1,54:00:00,STEEL,7.70,LAVA,9.63,103.85%,"350,000","4,500,000",GLASS,57,,,0,-12:00:00,22.22%,3.42,2.74,4.28,9.37,,"2,000,000.00",13
SULFUR_5,1,44:00:00,STEEL,7.59,LAVA,9.49,105.36%,"350,000","4,500,000",GLASS,82,,,0,-10:00:00,22.73%,4.14,2.81,5.18,12.00,,"2,454,545.90",13
SULFUR_6,1,36:00:00,STEEL,7.48,LAVA,9.35,106.99%,"350,000","4,500,000",SULFUR,17,,,0,-8:00:00,22.22%,4.98,2.84,6.23,12.52,,"3,000,000.00",13
SULFUR_7,1,28:00:00,STEEL,7.36,LAVA,9.19,108.76%,"350,000","4,500,000",SULFUR,25,,,0,-8:00:00,28.57%,6.30,2.91,7.88,15.16,,"3,857,141.76",13
SULFUR_8,1,21:00:00,STEEL,7.23,LAVA,9.04,110.67%,"350,000","4,500,000",SULFUR,34,,,0,-7:00:00,33.33%,8.26,2.94,10.33,16.46,,"5,142,857.14",13
